"video_id","title","channel","published_at","views","likes","comments","tags","duration_iso"
"rFRlYxcGeS4","My unaesthetic room ✨ because life happens 🙂 #shorts #pmdd #mentalhealthawareness","Alit Diary",2023-11-21,339,18,1,"Room tour, Unaesthetic, Mental Health, PMDD","PT22S"
"BjoJsu0LcLY","mental health awareness video, your mental health matters. #mentalhealth #mentalhealthawareness","Slowmo_sixty",2025-11-10,99,1,0,NA,"PT11S"
"kUwBOw2DGng","My mental health","playboicartiaddict",2024-11-07,8,1,0,NA,"PT30S"
"oihrzlzyXy0","Mental Health Awareness at the Boris Lawrence Henson Foundation","PIC TV NETWORK SPOTLIGHT",2025-11-12,15,1,2,NA,"PT54S"
"gTot8-Pjvzo","DAY 176 - 22 PUSH UPS A DAY MENTAL HEALTH AWARENESS CHALLENGE","Below Average Utah Dad",2025-11-11,1444,17,2,NA,"PT2M28S"
"3ZhMpraQ5iE","DAY 175 - 22 PUSH UPS A DAY MENTAL HEALTH AWARENESS CHALLENGE","Below Average Utah Dad",2025-11-10,687,10,0,NA,"PT2M22S"
"ouhAqaZVe4k","November is men’s mental health awareness. We’re all going through something #menshealthmatters","CalvoFitness ",2025-11-11,789,20,2,NA,"PT43S"
"Vq-k-YZ3INU","#mentalhealth #mensmentalhealth #mentalhealthawareness #motivation #daily #lifestyle #boat #faith","Better Mindz Pod  - EJ West",2025-11-11,4,0,0,NA,"PT42S"
"rIYhhUpcPeQ","DAY 177 - 22 PUSH UPS A DAY MENTAL HEALTH AWARENESS CHALLENGE","Below Average Utah Dad",2025-11-12,302,13,3,NA,"PT3M"
"OEIntygR4oc","Mate check. Men’s mental health awareness. Back_to_Dad","Back_To_Dad.01",2025-11-10,1015,13,6,NA,"PT49S"
"CCEoAOxLnY4","World Mental Health Day 2025 Poster | Easy Drawing & Painting Ideas for Mental Health","Fact Navigate",2025-09-26,9691,120,10,"fact navigate, World Mental Health Day 2025 poster, World Mental Health Day drawing, easy mental health poster, mental health day painting, World Mental Health Day 2025 drawing ideas, simple mental health drawing, easy poster drawing competition, 10 October 2025 mental health day, painting ideas for students, World Mental Health Day art, mental health drawing tutorial, easy drawing for competition, World Mental Health poster painting, step by step drawing mental health","PT6M30S"
"Axu1SAJBCrg","Mental Health day drawing easy/How to draw Mental health poster/ mental health awareness poster","Art Crumbs",2021-10-07,101833,1220,62,"world mental health day drawing, how to draw world mental health day, how to draw world mental health day poster, how to draw mental health day, how to draw mental health day poster, world health day drawing, Art Crumbs, poster on world mental health day, world mental health day drawing for school competition, mental health awareness poster, mental health day poster using oil pastels, mental health care drawing, happy mind is healthy mind poster, mental health poster","PT11M"
"6iuPncM2sZM","Loneliness - Men's Mental Health Awareness Month","Selfchriscovery",2025-11-11,536,32,15,NA,"PT2M3S"
"ZdsSwwi6W2Q","Norpreneur 4 Mental Health Awareness","Ivory",2025-11-11,3,0,0,NA,"PT27S"
"PNLDeE0OCL8","Men Don't Have It Easy #mentalhealthawareness #menmentalhealth","Dilli Wala Monk",2025-11-12,1499,13,0,NA,"PT36S"
"JtSXJn57oW0","Dr. Sowmyashree C.M. at Spoorthy Learning Centre.#child adolescence#mental health awareness","spoorthy learning center",2025-11-12,16,3,0,NA,"PT3M57S"
"0mosYmK5vfI","Depression, Anxiety Aur Burnout Kya Hota Hai | Mental Health Awareness India #podcast #MentalHealth","MITHOON MAHAJAN",2025-11-09,213,2,0,"mental health, depression awareness, anxiety relief, burnout meaning, emotional health, stress management, postpartum depression, dhankirti, mindfulness, health motivation, mental wellness, self care, life balance, stress awareness, mental health india, emotional wellbeing, short videos, youtube shorts, viral motivation, awareness video","PT57S"
"gaNR8s2eNoQ","Men’s Mental Health Exposed: Suicide, Depression, Relationships & Divorce | Psychologist Podcast","YTMahendra Podcast",2025-07-12,4288,94,10,"Podcast on Men’s mental health, Dr. Amitta Shringi psychologist Jaipur, Hypnotherapist, Yoga Master, Psychologist, Struggles of men, Red flags before marriage, YT Mahendra Podcast, Suicides, Divorce, Podcast With Psychologist, Therapy, sound healing, panic attacks, anxiety, podcast, Depression, relationships, married men, mindfulness, podcast on relationship, podcast on marriage, podcast on yoga and therapy, trs podcast, raj shamani, ranveer allahbadia, Men’s Mental Health Exposed","PT1H14M49S"
"WJFFyHPmDgI","… #vent #mentalhealth #lyrics #mentalhealthawareness #scars #sh #depression #insane #sad #sadness","Ryn",2025-11-10,1818,58,11,NA,"PT8S"
"L4vl06ov_WI","MENTAL HEALTH MONDAY....MY STORY #PTSD #MentalHealth #Awareness","TattooedAngel2229😇💕",2025-09-23,94,29,3,NA,"PT1H52M40S"
"M3emlR77_I0","OCD क्या है? #psychologicalfacts #psycholog #psychology #mentalhealth #mentalhealthawareness","सार्थक ज्ञान",2025-11-12,21,0,0,"ocd क्या है, ocd क्या है और क्यों होती है, ocd क्यों होता है, ocd का सबसे अच्छा इलाज क्या है, क्या ocd दिमाग का खेल है, ocd का सही इलाज क्या है, क्या ocd बिना दवाई के ठीक हो सकती है, ocd कैसे होता है, ओसीडी के लक्षण क्या है, ocd कितनी तरह की होती है, ocd के लक्षण, कितने प्रकार का ocd होता है, ocd का इलाज, OCD, ocd की दवाई, ओसीडी के लक्षण क्या होते हैं","PT2M36S"
"wTA3pclckxU","NGO RUNS HALF MARATHON FOR BREAST CANCER, MENTAL HEALTH AWARENESS","LRTVS Newswatch",2025-11-11,8,0,0,NA,"PT3M6S"
"YcJbvE7gy9c","Mental health awareness for veterans","Uncle Bobby ",2025-11-11,36,0,0,NA,"PT1M28S"
"j5cJ7Xa8H3E","Streaming e Salute Mentale: Equilibrio e Consapevolezza - MondoCash Podcast","MondoCash Podcast",2025-11-12,5006,59,0,"mondocash podcast, mondocash, ale stark, alessandro russo, gabriele bonini, yuri pennisi, podcast imprenditoriale, podcast ale stark","PT36S"
"V80k7bq9R54","Mental Health Awareness For Men","Within Center ",2025-11-12,25,1,0,NA,"PT55S"
"U_JSez0AVLk","How’s your headspace this week?#mentalhealthmatters #mentalhealthawareness","Build Dad Build",2025-11-10,593,32,17,NA,"PT1M32S"
"Ot7gwpnIOx0","TikTok Trends Are Destroying Your Mental Health","Visual Venture",2025-11-08,316633,15182,1841,"Visual Venture, Internet Culture Documentaries, Disturbing Tiktok Trends, Toxic TikTok Challenges, Harmful TikTok Content, Dangerous Social Media Trends, TikTok Mental Health Crisis, Dumbest Tiktok Trends","PT24M8S"
"4VHVbkCIzKY","Important message for doctors #sunodigital #healthawareness #mentalhealth #ShawanaMufti #psychology","Suno Digital Cuts",2025-11-10,669,12,0,"viralvideo, trendingvideo, funnyvideo, comedyvideo, viralmeme","PT1M29S"
"R-9jnk2q4e4","Mental Health Awareness","Instructor Sana Rafiq RN",2025-11-12,0,0,0,"Mental Health Awareness, Mental Health, Your Mental Health Matters, Wellbeing, Mental Wellness, Self Care, Seek Help, Therapy, Support Others, Be Kind To Your Mind, End The Stigma, Its Okay Not To Be Okay, Talk About It, Mental Health Matters, Community Support, Mental Health Video, Self Care Tips, Wellbeing Journey, Mindfulness, Take Care Of Yourself","PT2M8S"
"RcPuRP3LX3k","The Invisible Battle: Why Mental Health Struggles Are Real","Dr. Madhvi Verma Grover Psychiatry ",2025-11-10,186,9,8,NA,"PT1M51S"
"8OVX3sCseWc","🫶🏻 #mentalhealth #mindfulness #anxiety #mentalhealthawareness #wellbeing #anxietyrelief #wellness","Paris Lola",2025-11-12,1218,14,0,NA,"PT18S"
"8VFa1M9wvr4","WHY WE HIDE OUR TEARS | The Lost Understanding","Minmini Poochigal",2025-11-12,825,11,0,NA,"PT55S"
"geQji-NiWzM","#mentalhealthawareness #helpingothers ⋆˚࿔ 𝓪𝓷𝓰𝓮𝓸𝓲𝓲𝔁 𝜗𝜚˚⋆ 🐱ྀི mental health awareness. 🐱ྀི","⋆˚࿔ 𝓪𝓷𝓰𝓮𝓸𝓲𝓲𝔁 𝜗𝜚",2025-11-11,411,2,0,NA,"PT13S"
"tdAL0Ld379s","#29 Saúde Mental  Dicas Práticas Para Ajudar e Ser Ajudado","Cortes do RaniNewsCast",2025-06-09,3,0,0,"#raniellelinhares, #viagens, #cotidiano, #diariodorani, #diadia, #simplicidade, #humildade, #vlogs, #moda","PT21S"
"LFgwmSPi8Cs","Mindfulness & self-care– Mental health awareness #MindfulnessMirror #Mindfulness #MentalHealth","Mindfulness_Mirror ",2025-11-12,25,3,0,NA,"PT56S"
"KSNuOOnNx34","mental health awareness about aiswarya part2short reel full video coming soon dont miss it","tom and jerry aiswaryavlogs ",2025-11-09,1960,8,1,NA,"PT33S"
"-pNSZTmceVQ","Mental health awareness class at MDIT Engineering college  ,Calicut","Sanusha ps",2025-11-11,228,5,0,NA,"PT30S"
"PXU-NEpJ_cE","Mental Health Awareness: Why People Flip Conversations Back to You #mentalhealthawareness","Nitika Didwania",2025-11-12,18,0,0,NA,"PT41S"
"VS4oTkg0_Os","mental health awareness programme PG College Dantewada #mentalhealth #cgshots #iamdone","Parantu vlog ",2025-11-12,59,2,0,"mental health awareness programme PG College Dantewada #mentalhealth #cgshots #iamdone, cgvlogs, cgviral, cgnews, cgshotsvlogs, parantuvlog, Dantewada, pg College Dantewada, top5song, topcgsong, topnews","PT15S"
"z-TIz13-xa0","Mental health awareness- get in the gym","Jason Landers",2025-11-12,1204,6,0,NA,"PT27S"
"1ryN11h7W0k","The Chemical Cleanse: How Crying Resets Your Body and Mind","Minmini Poochigal",2025-11-12,1312,10,0,NA,"PT27S"
"AIXHk6XNrN0","Mental Health Awareness: Understand the Difference Between Sadness and Depression #mentalhealth","Nitika Didwania",2025-11-12,11,0,0,NA,"PT1M5S"
"z2Xg41HkAPM","Act normals at all cost #trippieredd #ytshorts #mentalhealth #awareness #fypシ #everyday #improve","Greatest quality ",2025-11-11,1458,24,4,NA,"PT8S"
"Pc0AiRxWrtI","A raw, honest talk on passion, pressure, and purpose.","Dr Chaitanya Challa",2025-11-11,1584,9,1,"success mindset, overcoming adversity, motivational video, success motivation, never give up, Srinath Maganti","PT1M45S"
"CtlIx5_VB2o","97% de satisfacción: cómo un centro de salud mental está cambiando vidas","Matutino TV 3 Verdades ",2025-09-29,314,8,0,NA,"PT52S"
"wdTQqvKiLWA","Happiness is a state of mind🌺🙂 #healingrelationships #mentalhealthawareness #emotionalintelligence","Well Hope ",2025-11-11,18,1,0,"Happiness, HealingRelationships, MentalHealthAwareness, EmotionalIntelligence #, EmotionalIntelligence, InnerPeace #PositiveVibes #SelfHealin, InnerPeace, PositiveVibes, SelfHealing, happiness is a state of mind, healing relationships, mental health awareness, emotional intelligence, how to be happy","PT52S"
"3lZw-S2l8I0","#17 Solteirice no Brasil  Proteção para a Saúde Mental Feminina","Cortes do RaniNewsCast",2025-06-09,4,0,0,"#raniellelinhares, #viagens, #cotidiano, #diariodorani, #diadia, #simplicidade, #humildade, #vlogs, #moda","PT1M13S"
"Pc0AiRxWrtI","A raw, honest talk on passion, pressure, and purpose.","Dr Chaitanya Challa",2025-11-11,1584,9,1,"success mindset, overcoming adversity, motivational video, success motivation, never give up, Srinath Maganti","PT1M45S"
"pTyrKLg0i5s","Procrastination #Psychology  #MentalHealth #mentalhealthawareness #aneelasherazi","Aneela's Therapy Corner",2025-11-10,6,1,0,NA,"PT1M10S"
"MX-gZXAhKY4","#getwell #mentalhealthawareness #eire #family #guitar #love #guitarlessons #lifestoshort","LEGAL UK MEDICAL CANNABIS PATIENT ",2025-11-11,659,15,14,NA,"PT19S"
"u9wvQuwVAqw","Men, Stop Isolating—3 Ways to Protect Your Mental Health 🧠💪🏾 #shorts #mensmentalhealth #faith","ryian williams",2025-11-12,21,3,0,"Mens Mental Health, Stop Isolation, Ryian Inspires, Mental Health Awareness, Men Supporting Men, Vulnerability, Connection, Faith Driven Men, The Little Engineer That Could, Engineer Success, Spiritual Growth, Faith and Focus, Support Your Friends, Male Mental Health, Emotional Health for Men, Mental Strength, Christian Motivation, Overcome Isolation, Building Brotherhood, Healthy Masculinity","PT1M"
"s0bvAjPCYzU","Mental Health Awareness: Simple Ways to Feel Lighter & Boost Emotional Wellbeing #mentalhealth","Nitika Didwania",2025-11-12,13,0,0,NA,"PT55S"
"-S8rZOtD8QE","#shorts #shortvideos #mentalhealth #mentalhealthawareness #mentalhealthmatters","GamersWRLD-0913",2025-11-10,535,NA,0,NA,"PT1M59S"
"a9OMNBtr5m8","Bipolarized","YouTube Movies",2016-11-22,NA,36,2,NA,"PT1H15M59S"
"1BWiIQS-u0k","#sobrietyjourney #soberlife #loneliness #mentalhealthawareness  #addictionrecovery #youarenotalone","Jenny_Unfiltered",2025-11-11,1150,86,9,NA,"PT30S"
"QaK6WIR85Zs","തല്ലി പഠിപ്പിക്കണമോ? - കുട്ടികളെ ശിക്ഷിച്ച് പഠിപ്പിക്കുന്നതിന്റെ മനശ്ശാസ്ത്രം","Global Village Network",2025-11-10,639,6,0,"Parenting Malayalam, Positive Parenting, Gentle Parenting, Child Psychology Malayalam, Mental Health Awareness, Physical Punishment, Parenting Tips, Parenting Advice Malayalam, Emotional Growth in Kids, Child Development, Mindful Parenting, Depression in Children, Malayalam Psychology Talk","PT2M14S"
"uUojFUJ1G9I","I love this song, but my hands took it a bit 2 literally@TaylorSwift note no music playing at time !"," PF",2025-11-12,660,6,0,NA,"PT27S"
"VdOmtbaGwLo","ThoughtOfTheDay#viralvideo #mentalhealthawareness #mentalstrength #viralshorts #viralreels #thoughts","Soch-e-Haqeeqat",2025-11-11,13,3,NA,NA,"PT1M"
"6uEdroAxXfo","“When Silence Becomes Your Therapy”#ytshorts #motivation #psychology","think4real",2025-11-12,337,NA,0,NA,"PT20S"
"L0QuvwV7u6k","Social Media account delete | Facebook Account Delete | Goodbye Facebook | Leaving facebook#face","tech wala suraj",2025-11-10,87,0,0,"Social Media account delete, Facebook Account Delete, Goodbye Facebook, Leaving facebook, facebook account, delete facebook account, how to delete facebook account, permanently delete facebook, remove facebook account, facebook tutorial, delete fb account, delete facebook permanently, deactivate facebook account, facebook privacy, social media delete, account removal, how to remove fb account, delete my facebook, fb deletion, delte facebook, how to delet facebook","PT49S"
"cOlSqzcG94I","ఇష్టం లేని వివాహం చేస్తే ఇలా చెయ్యండి | Unjust Marriage: A Response","Evangelist Prashanth",2024-11-01,653,31,0,"pubg mobile lite, pubg mobile, download aadhar card with mobile number, battle ground mobile india, mobile app, mp3 songs free download for moile, 4k wall paper for mobile, mobile number, uppcl online bill check mobile, compare mobile, olx mobile, mobile 91, change aadhar card mobile number, uidai mobile number link, college college near me, 2 in inidan, bible about women, etv, telugu news, interview, james, police help online","PT53S"
"z431EwCw_Zs","Daily Mudras #liver #kidney #heart #lungs #motivation  #ytshorts #love #yogamudralife","Dinnu Akhaiyya",2025-08-11,682380,NA,NA,"#ywm, #yogawithankitvohra, ##priyanka, #ywd","PT6S"
"6444_RHgrEw","mental health awareness lol #mentalhealth #mentalhealthawareness #funny #shorts #bpd","Delicate But Deadly",2025-11-10,1241,11,1,NA,"PT6S"
"3oWMPNfvwNs","#amor #autism #autismo #short #shorts #shortvideo #video #viral #viralvideo #tattoo #tatuagem #fyp","Mundo da Manu T.E.A",2022-12-11,1027,NA,2,NA,"PT15S"
"Yo-HQrs3WC0","Did you subscribe yet? #mentalhealthawareness  #depression  #workout #subscribeformore","Mally Mally",2025-11-12,260,0,0,NA,"PT22S"
"ZXSzntDqaCY","Superman Mental Health Awareness","Solid jj",2023-08-25,2361533,124711,2630,"superman, justice league, solidjj, solid jj, meme, parody, dc","PT3M4S"
"aZ3TZ8uB17Y","#vent #mentalhealth #sad #mentalhealthawareness","I’m just a girl ",2025-09-13,32,5,0,NA,"PT9S"
"TaFeq4O5vZ4","#sad #vent #mentalhealth #mentalhealthawareness","I’m just a girl ",2025-08-28,502,5,0,NA,"PT16S"
"HjnCkDZYroE","#vent #fakefriends #mentalhealthawareness #mentalhealth","I’m just a girl ",2025-08-19,604,13,0,NA,"PT16S"
"8ykzf-1U1Qg","Mother Admits Mental Health Struggles! #courtroom #childsupport #shorts","Judge Bench",2025-07-02,1551,21,0,"Courts, child support, child support payments, Court videos, Court parenting, judge judy, judge judy full episodes, Court shows, how to increase child support, how to decrease child support, things to know about child support, full show about child support, Judge Judy full show episodes, Family Court full show, advice about child support, child support must know, Judge reaction, Family court rulings, Child support ruling, Child support fraud, Justice served, Judge loses it","PT45S"
"BErzQb6WLuM","...#vent#mentlehealth#sad#selfdoubt#disorder#disorders#mentalhealthawareness#music#lyrics#song#angst","Jujuyt-d1e",2025-07-29,215,1,7,NA,"PT24S"
"WjhjsXbANBk","Mental health right now #viral #shorts","Dubey_shorts",2025-08-11,47,7,0,"#viral, #shorts","PT17S"
"xuTMERGGvEM","Boost your brain health | Brain health supplements!","HealthEase",2025-07-17,808,12,2,"antioxidants, brain food, brain foods, brain health, brain health supplements, brain power, brain superfoods, cognitive boost, cognitive function, cognitive nutrition, focus boosters, focus foods, foods for brain health, foods for focus, health and wellness, healthy eating, healthy mind, how to increase brain power, memory, memory boosters, memory enhancement, memory enhancers, mindful eating, mindful nutrition, nutrition, nutritional hacks, nutritional science, superfoods","PT26S"
"xec6kf_Nw_8","DID YOU KNOW- that nail biting can turn your fingers into germ highways? #nailbiting","Grasping Minds ",2024-12-22,123,NA,0,NA,"PT23S"
"7ADaDIVii5A","Are men Okay?🚨Mens Mental Health awareness Girl Failure Podcast","Erundel REE",2025-11-11,610,92,6,"Gaming, vtuber, warhammer, Envtuber, erundel, erundel reacts, Gamer, total war, reaction, vtuber clips, Total war warhammer, erundel ree, men, are men okay, vtuber reacts, Mens mental health","PT3H33M57S"
